axis_word	orbit_size	weight	rank	signature	case_0_a_mask	case_1_a_mask	case_2_a_mask	case_3_a_mask	case_4_a_mask	case_5_a_mask
012c95	21	8	10	273	e12de12dee22ee221ed21ed211dd11dd1e2de1d21122eedde1d21e2deedd112211dd11dde12de12dee22ee221ed21ed2eedd11221e2de1d21122eedde1d21e2db4784b87bb7744884b87b4784488bb774b784b7844774477b487b487bb88bb884488bb77b4784b87bb7744884b87b478bb88bb884b784b7844774477b487b487	012d012d0e220e221ed21ed211dd11dd1e2de1d21122eedde0d21e2deedd112211dd11dd012d012dee22ee221ed21ed2eedd11221e2de1d21022eedde0d21e2db4784b07bb7744084b87b4784488bb774b784b7844774477b480b480bb88bb884488bb77b4784b07bb7744884b87b478bb88bb884b784b7844704470b480b480	012d012d0e2206221ed21ed211dd11dd1e2de1d20122eedde0d21e2deedd112211dd11dd012d012dee22ee221ed21ed2eedd11221e2de1d21022eedde0d21e2db4784b07bb7744084b87b4784488bb774b784b7844774477b480b480bb88bb884488bb77b4784b07bb7744804b87b478bb88bb884b784b7844604470b480b480	e12de12dee22e6221ed21ed211dd11dd1e28e1d20122eedde0801e28ee88112211dd11dde12de12dee22ee221ed21ed2eed811221e28e1d21020eed8e0801e28b4784887bb7744884887807844888877487848784477447780808080888888884488b877b4784887b877408048878078b888b888487848784060407080808080	e12de12dee22e6221ed21ed211dd11dd1e28e1d20122eedde0801e28ee88112211dd11dde12de12dee22ee221ed21ed2eed811221e28e1d21020eed8e0801e28b4784887bb7744884887807844888877487848784477447780808080888888884488b877b4784887b877408048878078b888b888487848784060407080808080	012d012d0e2206221ed21ed211dd11dd1e28e1d20122eedde0801e28ee88112211dd11dd012d012dee22ee221ed21ed2eed811221e28e1d21020eed8e0801e28b4784807bb7744084887807844888877487848784477447780808080888888884488b877b4784807b877408048878078b888b888487848784060407080808080
0098a7	21	8	10	279	d2e1d2e1ddeeddee2d1e2d1e221122112de1d21e22eedd11d21e2de1dd1122ee22112211d2e1d2e1ddeeddee2d1e2d1edd1122ee2de1d21e22eedd11d21e2de187b4784b88bb7744784b87b4774488bb78b478b477bb77bb874b874b88448844774488bb87b4784b88bb7744784b87b48844884478b478b477bb77bb874b874b	02e102e10dee0dee2d1e2d1e221122112de1d21e22eedd11d21e2de1dd1122ee2211221102e102e1ddeeddee2d1e2d1edd1122ee2de1d21e22eedd11d21e2de187b4784b88bb7744784b87b4774488bb78b478b477bb77bb8740874088448844774488bb87b4784b88bb7744784b87b48844884478b478b477b077b087408740	02e102e10dee0dee2d1e2d1e221122112de1d21e22eedd11d21e2de1dd1122ee2211221102e102e1ddeeddee2d1e2d1edd1122ee2de1d21e226edd11d21e2de187b4784b88bb7644784b87b4774488bb78b478b477bb77bb8740874088448844774488bb87b4784b88bb7744784b87b48844884478b478b477b077b087408740	d2e1d2e1ddeeddee2d1e2d1e221122112de0d21e22eedd11d2002de0dd0022ee22112211d2e1d2e1ddeeddee2d1e2d1edd1022ee2de0d21e2260dd10d2002de087b4704b88bb7644704b00b4774400bb70b470b477bb77bb0040004000440044774480bb87b4704b80bb7044704b00b48044804470b470b470b070b000400040	d2e1d2e1ddeeddee2d1e2d1e221122112de0d21e22eedd11d2002de0dd0022ee22112211d2e1d2e1ddeeddee2d1e2d1edd1022ee2de0d21e2260dd10d2002de087b4704b88bb7644704b00b4774400bb70b470b477bb77bb0040004000440044774480bb87b4704b80bb7044704b00b48044804470b470b470b070b000400040	02e102e10dee0dee2d1e2d1e221122112de0d21e22eedd11d2002de0dd0022ee2211221102e102e1ddeeddee2d1e2d1edd1022ee2de0d21e2260dd10d2002de087b4704b88bb7644704b00b4774400bb70b470b477bb77bb0040004000440044774480bb87b4704b80bb7044704b00b48044804470b470b470b070b000400040
0275d7	21	12	10	286	bb7744884b87b478bb7744884b87b478bb88bb884b784b78bb88bb884b784b784b87b4784488bb774b87b4784488bb774b784b78447744774b784b7844774477ee22ee221ed21ed2ee22ee221ed21ed2eedd11221e2de1d2eedd11221e2de1d21ed21ed211dd11dd1ed21ed211dd11dd1e2de1d21122eedd1e2de1d21122eedd	117744884187b478117744884187b478118811884178417811881188417841784b87b4784488bb774b87b4784488bb774b784b78447744774b784b7844774477ee22ee221ed21ed2ee22ee221ed21ed2eedd11221e2de1d2eedd11221e2de1d21e821e82118811881e821e82118811881e2de1821122ee881e2de1821122ee88	117744884187b478117744884187b478118811884178417811881188417841784b87b4784488bb774b87b4784488bb774b784b78447744774b784b7844774477ee22ee221ed21ed2ee22ee221ed21ed2eedd11221e2de1d2eedd11221e2de1d21e821e82118811881e821e82118811881e2de1821122ee881e2de1821122ee88	bb0044884b80b478bb0044884b80b478bb88bb884b784b78bb88bb884b784b784b00b4084400bb004b00b4084400bb004b084b08440044004b084b0844004400ee22ee221ed21ed2ee22ee221ed21ed2eedd00221e2de0d2eedd00221e2de0d20e820e82008800880e820e82008800880e2d8082002288880e2d808200228888	bb0044884b80b478bb0044884b80b478bb88bb884b784b78bb88bb884b784b784b00b4084400bb004b00b4084400bb004b084b08440044004b084b0844004400ee22ee221ed21ed2ee22ee221ed21ed2eedd00221e2de0d2eedd00221e2de0d20e820e82008800880e820e82008800880e2d8082002288880e2d808200228888	110044884180b478110044884180b478118811884178417811881188417841784b00b4084400bb004b00b4084400bb004b084b08440044004b084b0844004400ee22ee221ed21ed2ee22ee221ed21ed2eedd00221e2de0d2eedd00221e2de0d20e820e82008800880e820e82008800880e2d8082002288880e2d808200228888
07d7bf	21	16	10	28c	88b27744784387b488ba7744784b87a48844884478b478b48844884478a478b4784987b4774488bb784a87b4774488bb78b478b4779b57bb78b478b477bb77bbddeeddee2d1e2d1eddead9ee2d1e2d1edd1122ee2de1521edd1122ee2de1921e2d1e251e221122112d1e2d1e2211221125e1d21e22ee5d112de1c21e22ee4d11	00bb7744704b87b400bb7744704b87b40044004470b470b40044004470b470b4784b87b4774488bb784b87b4774488bb78b478b477bb77bb78b478b477bb77bbddeeddee2d1e2d1eddeeddee2d1e2d1edd1122ee2de1d21edd1122ee2de1d21e2d0e2d0e220022002d0e2d0e220022002de1d20e22eedd002de1d20e22eedd00	00bb7744704b87b400ab7744704b87b40044004470b470b40044004470b470b4784b87b4774488bb784b87b4774488bb78b478b477bb77bb78b478b4779b77bbddeed9ee2d1e2d1eddeeddee2d1e2d1edd1122ee2de1d21edd1122ee2de1d21e2d0e2d0e220022002d0e2d0e220022002de1d20e22eed5002de1d20e22eedd00	88007744784087b488007744704087b48844884478b478b48844884478b478b47800870477008800780087047700880078047804770077007804780477007700ddeeddee2d1e2d1eddeeddee2d1e2d1edd1122ee2de1d21edd1122ee2de1d21e2d0e2d0e220022002d0e2d0e220022002de1020e22ee00002de1020e22ee0000	88007744784087b488007744704087b48844884478b478b48844884478b478b47800870477008800780087047700880078047804770077007804780477007700ddeeddee2d1e2d1eddeeddee2d1e2d1edd1122ee2de1d21edd1122ee2de1d21e2d0e2d0e220022002d0e2d0e220022002de1020e22ee00002de1020e22ee0000	00007744704087b400007744704087b40044004470b470b40044004470b470b47800870477008800780087047700880078047804770077007804780477007700ddeeddee2d1e2d1eddeeddee2d1e2d1edd1122ee2de1d21edd1122ee2de1d21e2d0e2d0e220022002d0e2d0e220022002de1020e22ee00002de1020e22ee0000
00fd2f	21	12	10	294	8844884478b478b48844884478b478b488bb7744784b87b488bb7744784b87b478b478b477bb77bb78b478b477bb77bb784b87b4774488bb784b87b4774488bbdd1122ee2de1d21edd1122ee2de1d21eddeeddee2d1e2d1eddeeddee2d1e2d1e2de1d21e22eedd112de1d21e22eedd112d1e2d1e221122112d1e2d1e22112211	0044004470b470b40044004470b470b400bb7744704b87b400bb7744704b87b478b478b477bb77bb78b478b477bb77bb484b87b4444488bb484b87b4444488bbdd1122222de1d212dd1122222de1d212ddeeddee2d1e2d1eddeeddee2d1e2d1e2de1d20e22eedd002de1d20e22eedd002d0e2d0e220022002d0e2d0e22002200	0044004470b470b40044004470b470b400bb7744704b87b400bb7744704b87b478b478b477bb77bb78b478b477bb77bb484b87b4444488bb484b87b4444488bbdd1122222de1d212dd1122222de1d212ddeeddee2d1e2d1eddeeddee2d1e2d1e2de1d20e22eedd002de1d20e22eedd002d0e2d0e220022002d0e2d0e22002200	8844884478b478b48844884478b478b488007744784087b488007744784087b47804780477007700780478047700770048008704440088004800870444008800dd1122ee2de1d21edd1122ee2de1d21ecceeccee2c1e2c1ecceeccee2c1e2c1e2de1c20e22eecc002de1c20e22eecc000c0e0c0e000000000c0e0c0e00000000	8844884478b478b48844884478b478b488007744784087b488007744784087b47804780477007700780478047700770048008704440088004800870444008800dd1122ee2de1d21edd1122ee2de1d21ecceeccee2c1e2c1ecceeccee2c1e2c1e2de1c20e22eecc002de1c20e22eecc000c0e0c0e000000000c0e0c0e00000000	0044004470b470b40044004470b470b400007744704087b400007744704087b47804780477007700780478047700770048008704440088004800870444008800dd1122222de1d212dd1122222de1d212cceeccee2c1e2c1ecceeccee2c1e2c1e2de1c20e22eecc002de1c20e22eecc000c0e0c0e000000000c0e0c0e00000000
00261f	21	8	10	297	ee22ee221ed21ed2ee22ee221ed21ed2eedd11221e2de1d2eedd11221e2de1d21ed21ed211dd11dd1ed21ed211dd11dd1e2de1d21122eedd1e2de1d21122eeddbb7744884b87b478bb7744884b87b478bb88bb884b784b78bb88bb884b784b784b87b4784488bb774b87b4784488bb774b784b78447744774b784b7844774477	0022002210d210d20022002210d210d200dd1122102de1d200dd1122102de1d21ed21ed211dd11dd1ed21ed211dd11dd0e2de1d20022eedd0e2de1d20022eeddbb7744004b87b470bb7744004b87b470bb88bb884b784b78bb88bb884b784b784b87b4084488bb004b87b4084488bb004b084b08440044004b084b0844004400	0022002210d210d20022002210d210d200dd1122102de1d200dd1122102de1d21ed21ed211dd11dd1ed21ed211dd11dd0e2de1d20022eedd0e2de1d20022eeddbb7744004b87b470bb7744004b87b470bb88bb884b784b78bb88bb884b784b784b87b4084488bb004b87b4084488bb004b084b08440044004b084b0844004400	ee22ee221ed21ed2ee22ee221ed21ed2ee8811221e28e1d2ee8811221e28e1d21e821e82118811881e821e82118811880e08e1820000ee880e08e1820000ee88bb7744884b87b478bb7744884b87b478888888884878487888888888487848784b878408448888004b8784084488880008080808000000000808080800000000	ee22ee221ed21ed2ee22ee221ed21ed2ee8811221e28e1d2ee8811221e28e1d21e821e82118811881e821e82118811880e08e1820000ee880e08e1820000ee88bb7744884b87b478bb7744884b87b478888888884878487888888888487848784b878408448888004b8784084488880008080808000000000808080800000000	0022002210d210d20022002210d210d2008811221028e1d2008811221028e1d21e821e82118811881e821e82118811880e08e1820000ee880e08e1820000ee88bb7744004b87b470bb7744004b87b470888888884878487888888888487848784b878408448888004b8784084488880008080808000000000808080800000000
01bf95	21	12	10	29d	ddeeddee2d1e2d1eddeeddee2d1e2d1edd1122ee2de1d21edd1122ee2de1d21e2d1e2d1e221122112d1e2d1e221122112de1d21e22eedd112de1d21e22eedd1188bb7744784b87b488bb7744784b87b48844884478b478b48844884478b478b4784b87b4774488bb784b87b4774488bb78b478b477bb77bb78b478b477bb77bb	00ee00ee201e201e00ee00ee201e201e001122ee20e1d21e001122ee20e1d21e2d1e2d1e221122112d1e2d1e221122112de1d21e22eedd112de1d21e22eedd1188bb7744784b87b488bb7744784b87b48844884478b478b48844884478b478b4784b870477448800784b87047744880078047804770077007804780477007700	00ee00ee201e201e00ee00ee201e201e001122ee20e1d21e001122ee20e1d21e2d1e2d1e221122112d1e2d1e221122112de1d21e22eedd112de1d21e22eedd1188bb7744784b87b488bb7744784b87b48844884478b478b48844884478b478b4784b870477448800784b87047744880078047804770077007804780477007700	ddeeddee2d1e2d1eddeeddee2d1e2d1edd0022ee2de0d21edd0022ee2de0d21e2d0e2d0e220022002d0e2d0e220022002d00d20e2200dd002d00d20e2200dd0088bb7744784b87b488bb7744784b87b40044004470b470b40044004470b470b4784b070477440000784b07047744000000040004000000000004000400000000	ddeeddee2d1e2d1eddeeddee2d1e2d1edd0022ee2de0d21edd0022ee2de0d21e2d0e2d0e220022002d0e2d0e220022002d00d20e2200dd002d00d20e2200dd0088bb7744784b87b488bb7744784b87b40044004470b470b40044004470b470b4784b070477440000784b07047744000000040004000000000004000400000000	00ee00ee201e201e00ee00ee201e201e000022ee20e0d21e000022ee20e0d21e2d0e2d0e220022002d0e2d0e220022002d00d20e2200dd002d00d20e2200dd0088bb7744784b87b488bb7744784b87b40044004470b470b40044004470b470b4784b070477440000784b07047744000000040004000000000004000400000000
04f753	21	12	9	2a4	004400bb004000b0004400bb004000b000bb00bb00b000b000bb00bb00b000b00004000b004400bb0004000b004400bb000b000b00bb00bb000b000b00bb00bbdd00dd00d000d000dd00dd00d000d000dd002200d0002000dd002200d00020000d000d00dd00dd000d000d00dd00dd000d000200dd0022000d000200dd002200	004400bb004000b0004400bb004000b000bb00bb00b000b000bb00bb00b000b00004000b004400bb0004000b004400bb000b000b00bb00bb000b000b00bb00bbdd00dd00d000d000dd00dd00d000d000dd002200d0002000dd002200d00020000d000d00dd00dd000d000d00dd00dd000d000200dd0022000d000200dd002200	004400bb004000b0004400bb004000b000bb00bb00b000b000bb00bb00b000b00004000b004400bb0004000b004400bb000b000b00bb00bb000b000b00bb00bbdd00dd00d000d000dd00dd00d000d000dd002200d0002000dd002200d00020000d000d00dd00dd000d000d00dd00dd000d000200dd0022000d000200dd002200	004000b0004000b0004000b0004000b000b000b000b000b000b000b000b000b00000000000000000000000000000000000000000000000000000000000000000dc00dc00d000d000dc00dc00d000d000dc002000d0002000dc002000d00020000c000c00cc00cc000c000c00cc00cc000c000000cc0000000c000000cc000000	004000b0004000b0004000b0004000b000b000b000b000b000b000b000b000b00000000000000000000000000000000000000000000000000000000000000000dc00dc00d000d000dc00dc00d000d000dc002000d0002000dc002000d00020000c000c00cc00cc000c000c00cc00cc000c000000cc0000000c000000cc000000	004000b0004000b0004000b0004000b000b000b000b000b000b000b000b000b00000000000000000000000000000000000000000000000000000000000000000dc00dc00d000d000dc00dc00d000d000dc002000d0002000dc002000d00020000c000c00cc00cc000c000c00cc00cc000c000000cc0000000c000000cc000000
03c78f	7	12	3	2ad	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
04aabf	21	12	10	2b3	e12de12dee22ee22e12de12dee22ee22e1d21e2deedd1122e1d21e2deedd112211dd11dde12de12d11dd11dde12de12d1122eedde1d21e2d1122eedde1d21e2db4784b87bb774488b4784b87bb774488b487b487bb88bb88b487b487bb88bb884488bb77b4784b874488bb77b4784b8744774477b487b48744774477b487b487	012d012d0e220e22012d012d0e220e2200d21e2d0edd112200d21e2d0edd112211dd11dd012d012d11dd11dd012d012d1022eedd00d21e2d1022eedd00d21e2db4784b00bb774408b4784b00bb774408b480b480bb88bb88b480b480bb88bb884488bb70b4784b004488bb70b4784b0044704470b480b48044704470b480b480	012d012d0e220e22012d012d0e220e2200d21e2d0edd112200d21e2d0edd112211dd11dd012d012d11dd11dd012d012d1022eedd00d21e2d1022eedd00d21e2db4784b00bb774408b4784b00bb774408b480b480bb88bb88b480b480bb88bb884488bb70b4784b004488bb70b4784b0044704470b480b48044704470b480b480	e128e128ee22ee22e128e128ee22ee22e0801e28ee881122e0801e28ee88112211d811d8e128e12811d811d8e128e1281020eed8e0801e281020eed8e0801e28b4784880bb774488b4784880bb774488808080808888888880808080888888884488b870b47848804488b870b478488040704070808080804070407080808080	e128e128ee22ee22e128e128ee22ee22e0801e28ee881122e0801e28ee88112211d811d8e128e12811d811d8e128e1281020eed8e0801e281020eed8e0801e28b4784880bb774488b4784880bb774488808080808888888880808080888888884488b870b47848804488b870b478488040704070808080804070407080808080	012801280e220e22012801280e220e2200801e280e88112200801e280e88112211d811d80128012811d811d8012801281020eed800801e281020eed800801e28b4784800bb774408b4784800bb774408808080808888888880808080888888884488b870b47848004488b870b478480040704070808080804070407080808080
010b27	21	8	9	2b5	0011001100100010001100110010001000ee001100e0001000ee001100e0001000010001001100110001000100110011000e000100ee0011000e000100ee001188007700800070008800770080007000880088008000800088008800800080000800070088007700080007008800770008000800880088000800080088008800	0011001100100010001100110010001000ee001100e0001000ee001100e0001000010001001100110001000100110011000e000100ee0011000e000100ee001188007700800070008800770080007000880088008000800088008800800080000800070088007700080007008800770008000800880088000800080088008800	0011001100100010001100110010001000ee001100e0001000ee001100e0001000010001001100110001000100110011000e000100ee0011000e000100ee001188007700800070008800770080007000880088008000800088008800800080000800070088007700080007008800770008000800880088000800080088008800	0010001000100010001000100010001000e0001000e0001000e0001000e00010000000000000000000000000000000000000000000000000000000000000000088007400800070008800740080007000800080008000800080008000800080000800040088004400080004008800440000000000000000000000000000000000	0010001000100010001000100010001000e0001000e0001000e0001000e00010000000000000000000000000000000000000000000000000000000000000000088007400800070008800740080007000800080008000800080008000800080000800040088004400080004008800440000000000000000000000000000000000	0010001000100010001000100010001000e0001000e0001000e0001000e00010000000000000000000000000000000000000000000000000000000000000000088007400800070008800740080007000800080008000800080008000800080000800040088004400080004008800440000000000000000000000000000000000
00ab31	21	8	10	2ba	b487b487bb88bb88b487b487bb88bb88b4784b87bb774488b4784b87bb77448844774477b487b48744774477b487b4874488bb77b4784b874488bb77b4784b87e1d21e2deedd1122e1d21e2deedd1122e12de12dee22ee22e12de12dee22ee221122eedde1d21e2d1122eedde1d21e2d11dd11dde12de12d11dd11dde12de12d	148714871b881b88148714871b881b8810784b871b77448810784b871b774488447744771487148744774477148714874088bb7710784b874088bb7710784b87e1d21e08eedd1102e1d21e08eedd1102e128e128ee22ee22e128e128ee22ee221122eed8e1d21e081122eed8e1d21e0811d811d8e128e12811d811d8e128e128	148714871b881b88148714871b881b8810784b871b77448810784b871b774488447744771487148744774477148714874088bb7710784b874088bb7710784b87e1d21e08eedd1102e1d21e08eedd1102e128e128ee22ee22e128e128ee22ee221122eed8e1d21e081122eed8e1d21e0811d811d8e128e12811d811d8e128e128	b480b480bb88bb88b480b480bb88bb88b0004b80bb004488b0004b80bb00448844704470b480b48044704470b480b4804080bb70b0004b804080bb70b0004b80e1d21a28eedd1122e1d21a28eedd1122a028a028aa22aa22a028a028aa22aa221122ead8e1d21a281122ead8e1d21a2810d810d8a028a02810d810d8a028a028	b480b480bb88bb88b480b480bb88bb88b0004b80bb004488b0004b80bb00448844704470b480b48044704470b480b4804080bb70b0004b804080bb70b0004b80e1d21a28eedd1122e1d21a28eedd1122a028a028aa22aa22a028a028aa22aa221122ead8e1d21a281122ead8e1d21a2810d810d8a028a02810d810d8a028a028	148014801b881b88148014801b881b8810004b801b00448810004b801b004488447044701480148044704470148014804080bb7010004b804080bb7010004b80e1d21a08eedd1102e1d21a08eedd1102a028a028aa22aa22a028a028aa22aa221122ead8e1d21a081122ead8e1d21a0810d810d8a028a02810d810d8a028a028
011ef7	21	12	10	2ba	b487b487bb88bb88b487b487bb88bb88b4784b87bb774488b4784b87bb77448844774477b487b48744774477b487b4874488bb77b4784b874488bb77b4784b87e1d21e2deedd1122e1d21e2deedd1122e12de12dee22ee22e12de12dee22ee221122eedde1d21e2d1122eedde1d21e2d11dd11dde12de12d11dd11dde12de12d	148714871b881b88148714871b881b8810784b871b77448810784b871b774488447744771487148744774477148714874088bb7710784b874088bb7710784b87e1d21e08eedd1102e1d21e08eedd1102e128e128ee22ee22e128e128ee22ee221122eed8e1d21e081122eed8e1d21e0811d811d8e128e12811d811d8e128e128	148714871b881b88148714871b881b8810784b871b77448810784b871b774488447744771487148744774477148714874088bb7710784b874088bb7710784b87e1d21e08eedd1102e1d21e08eedd1102e128e128ee22ee22e128e128ee22ee221122eed8e1d21e081122eed8e1d21e0811d811d8e128e12811d811d8e128e128	b480b480bb88bb88b480b480bb88bb88b0004b80bb004488b0004b80bb00448844704470b480b48044704470b480b4804080bb70b0004b804080bb70b0004b80e1d21a28eedd1122e1d21a28eedd1122a028a028aa22aa22a028a028aa22aa221122ead8e1d21a281122ead8e1d21a2810d810d8a028a02810d810d8a028a028	b480b480bb88bb88b480b480bb88bb88b0004b80bb004488b0004b80bb00448844704470b480b48044704470b480b4804080bb70b0004b804080bb70b0004b80e1d21a28eedd1122e1d21a28eedd1122a028a028aa22aa22a028a028aa22aa221122ead8e1d21a281122ead8e1d21a2810d810d8a028a02810d810d8a028a028	148014801b881b88148014801b881b8810004b801b00448810004b801b004488447044701480148044704470148014804080bb7010004b804080bb7010004b80e1d21a08eedd1102e1d21a08eedd1102a028a028aa22aa22a028a028aa22aa221122ead8e1d21a081122ead8e1d21a0810d810d8a028a02810d810d8a028a028
